path,category,exists,metaExists,guid,sha256,serializedReferrerCount,serializedReferrers,deleteAuthorized
Assets/NTSD/Sprite/Common/temari_www.bmp,Common,True,True,2135f2bc74cb5cd4482951c183960809,85E823869A877F9E7F47FC8F7A26F5C5E9A8A516DBE6822FF4992781A2A0C224,0,,False
Assets/NTSD/Sprite/Common/thunder.bmp,Common,True,True,9f228051e5d989d408c797a232346e91,127B33061E685BFEDD9EEE784595C0BB142ED30130DD4E8458AB648D51C08177,0,,False
Assets/NTSD/Sprite/Common/thunder2.bmp,Common,True,True,087fb055e50e8074fac84970b30a7c34,FAD25D5D18BC9BAC9E64FFD15F9705DD28E952EE1E812A06AF95D9C3AF17BA03,0,,False
Assets/NTSD/Sprite/Common/thunder3.bmp,Common,True,True,62e1f4297b4aff54a8c3c4cd425e3bae,EE142BED89C97066EBF4C5B8ED20519A3CA3AE04B318C79DCCD7F16A37302A37,0,,False
Assets/NTSD/Sprite/Common/timer.bmp,Common,True,True,1b539238e61f92a4e8d1859c58c03506,A1F6F9E250E44F8EEA0ED90E01AF05161E141E74F6F345574108AA1DB61A50B9,0,,False
Assets/NTSD/Sprite/Common/weapon8.bmp,Common,True,True,0e42b766644656c4fbbe5e96546a763e,05427D5A5E53C8B78ED21946B530D8E413D0DC31C95CE3AE5EC550058B3802B1,0,,False
Assets/NTSD/Sprite/Common/WhiteSquare.png,Common,True,True,753f1e12c5791884bb6d0644b88e3ffa,6DB18A08D58E15EFDA6E0C8184E90F5223030972272FAD3BAA625E2CC204AA9B,0,,False
Assets/NTSD/Sprite/Common/wind.bmp,Common,True,True,3f41e8be3ab4c2d48b6363e32519eec2,02628C25800EEE67BDF28C8BA49796337C9BB766991B962226E1DEC32A5B1B34,0,,False
Assets/NTSD/Sprite/DropItem/BaoZha_ShouLiJian.png,DropItem,True,True,6dd278dda828e524bb49d1422b43e5c1,E71E961D629A720AC864C84733FB2F53F79B455F1C0D77D754B313270F021F0F,0,,False
Assets/NTSD/Sprite/DropItem/log.png,DropItem,True,True,32a1bedb1b7fb9c4fa87792a189a3e3b,EBD3EF731F90D8D87CF756C9C0F0004313A7DACAD0354BCC0227A5D5AC809E2F,0,,False
Assets/NTSD/Sprite/DropItem/weapon1.png,DropItem,True,True,b78333c5945889446b02d70f291888ee,2F247F3FCC2238E623B1D048A069AA556FEF5BC05F81A55B3392F44E767329E2,0,,False
Assets/NTSD/Sprite/DropItem/weapon10.png,DropItem,True,True,bae4883130bb1264587c0ef1645033ac,187771D2BF0FF514DF3D9CD4F5E61C67150592640D52BFC0C63A9307B7A59EC9,0,,False
Assets/NTSD/Sprite/DropItem/weapon3.png,DropItem,True,True,153b23c73f2472b4ab43b5f23c756ff8,3F774DED16EC6AA67406D3AB7C10089752B2D38951C2C88357927A66B4D2093B,0,,False
Assets/NTSD/Sprite/DropItem/weapon6.png,DropItem,True,True,8eed89d607d0a1a4d8213cacbb5465e8,EC05C4B3ACBE7656CA78B2A3A637351268EC7E76B4D5A8652B4F1C25D4566B93,0,,False
